1	1	1	1099756515
2	2	1	1091941492
3	2	1	1092590063
1	2	1	1099753869
1	2	1	1099762466
4	2	1	1107296992
4	2	1	1107297075
4	2	1	1107560683
4	2	1	1107560709
4	2	1	1107692970
4	2	1	1107693375
4	2	1	1107734602
4	2	1	1107735137
4	2	1	1107735186
4	2	1	1107735511
5	2	1	1108314208
5	2	1	1108314266
4	2	1	1108418907
4	2	1	1108504251
5	2	1	1113945274
5	2	1	1113945325
4	2	1	1116606977
4	2	1	1116980528
6	2	1	1118399019
6	2	1	1118399947
7	2	1	1118453348
7	2	1	1118453408
4	2	1	1118596587
6	2	1	1118611962
6	2	1	1118612048
6	2	1	1118650999
6	2	1	1118651083
6	2	1	1118651182
6	2	1	1118653224
6	2	1	1118655907
6	2	1	1118656206
6	2	1	1118819286
7	2	1	1119353883
7	2	1	1119354041
7	2	1	1119354117
7	2	1	1119354160
7	2	1	1119354212
7	2	1	1119354447
7	2	1	1119354556
7	2	1	1119362995
7	2	1	1119363064
7	2	1	1119363726
7	2	1	1119363792
7	2	1	1119364351
7	2	1	1119365989
7	2	1	1119369488
7	2	1	1119374114
7	2	1	1119374956
7	2	1	1119374979
7	2	1	1119399972
7	2	1	1119400322
7	2	1	1119401922
7	2	1	1119404357
7	2	1	1119404568
7	2	1	1119404574
7	2	1	1119405320
6	2	1	1119468585
6	2	1	1119469555
6	2	1	1119470982
6	2	1	1119471704
6	2	1	1119472448
6	2	1	1119472622
6	2	1	1119472693
6	2	1	1119472871
6	2	1	1119473087
6	2	1	1119473580
6	2	1	1119473588
7	2	1	1119485846
6	2	1	1119547869
6	2	1	1119548398
6	2	1	1119550265
6	2	1	1119550991
7	2	1	1119625526
7	2	1	1119765901
6	2	1	1120426543
6	2	1	1120426672
7	2	1	1120605815
7	2	1	1120608448
7	2	1	1120698562
6	2	1	1123705004
6	2	1	1124992179
6	2	1	1124992572
7	2	1	1125317944
7	2	1	1125318098
8	2	1	1137602523
8	2	1	1137602771
8	2	1	1137603433
8	2	1	1137713958
8	2	1	1137732022
8	2	1	1141054164
8	2	1	1141054518
8	2	1	1141129635
8	2	1	1141129711
8	2	1	1141129732
8	2	1	1141137718
7	2	1	1142879391
4	2	1	1148109897
4	2	1	1148109979
8	2	1	1168885261
8	2	1	1201887189
8	2	1	1201887198
9	2	1	1218650371
10	2	1	1218651078
10	2	1	1223926290
11	2	1	1240334464
12	2	1	1245517435
13	2	1	1254184896
14	2	1	1258476151
13	2	1	1260228604
12	2	1	1261391245
12	2	1	1261391621
15	2	1	1261425953
16	2	1	1264367055
13	2	1	1265049548
13	2	1	1285329099
13	2	1	1291614533
13	2	1	1294900404
17	2	1	1347410537
17	2	1	1347488949
17	2	1	1347529436
17	2	1	1347571699
17	2	1	1349843537
17	2	1	1349850994
17	2	1	1350664348
17	2	1	1371244905
18	2	1	1397220151
3	3	1	1096638599
3	3	1	1096818222
1	3	1	1099760324
7	3	1	1119360498
7	3	1	1119360520
19	3	1	1163955947
19	3	1	1163956016
3	4	1	1096918109
3	4	1	1097137128
3	4	1	1097147542
3	4	1	1098872032
3	4	1	1098882811
3	4	1	1098907982
3	4	1	1099052884
3	4	1	1099128452
3	4	1	1099158711
3	4	1	1099299101
3	4	1	1099385195
1	4	1	1099760727
1	4	1	1099761712
1	4	1	1099762401
3	4	1	1100704594
3	4	1	1100778711
3	4	1	1100810747
3	4	1	1101128774
3	4	1	1101136454
3	4	1	1103112623
5	4	1	1108412823
5	4	1	1108413435
5	4	1	1108413903
5	4	1	1114009015
5	4	1	1114015264
5	4	1	1114020516
5	4	1	1114020677
5	4	1	1114021159
5	4	1	1114021307
5	4	1	1114021544
5	4	1	1114021742
5	4	1	1114021836
5	4	1	1114022165
5	4	1	1114022367
5	4	1	1114022570
5	4	1	1114022751
5	4	1	1114022890
5	4	1	1114023048
5	4	1	1114023309
5	4	1	1114023436
5	4	1	1114023822
5	4	1	1114023857
5	4	1	1114024054
5	4	1	1114024114
5	4	1	1114024335
5	4	1	1114024549
5	4	1	1114024605
5	4	1	1114024663
5	4	1	1114024710
5	4	1	1114024859
5	4	1	1114025228
5	4	1	1114025288
8	4	1	1207598616
3	5	1	1097569994
1	5	1	1099760679
5	5	1	1115130186
1	6	1	1099755647
1	6	1	1099756812
1	6	1	1099756974
1	6	1	1099757027
1	6	1	1099759231
1	6	1	1099760540
4	6	1	1107210696
4	6	1	1107282389
4	6	1	1107282557
4	6	1	1107295942
4	6	1	1107298100
4	6	1	1107560601
4	6	1	1107687263
4	6	1	1107692802
4	6	1	1107734500
5	6	1	1108411123
4	6	1	1108418783
4	6	1	1108418982
20	6	1	1109603250
20	6	1	1109603358
20	6	1	1109604231
20	6	1	1109604348
20	6	1	1109604621
20	6	1	1109604806
20	6	1	1109605167
5	6	1	1114639399
5	6	1	1114981461
5	6	1	1115048641
5	6	1	1115127210
5	6	1	1115128582
5	6	1	1115128777
5	6	1	1115129738
5	6	1	1115486374
5	6	1	1115555302
5	6	1	1116009914
5	6	1	1116519345
5	6	1	1116520412
5	6	1	1116863812
5	6	1	1116865814
5	6	1	1116865983
5	6	1	1118257677
7	6	1	1118420245
7	6	1	1118420687
7	6	1	1118421081
7	6	1	1118421869
7	6	1	1118422412
7	6	1	1118422730
7	6	1	1118423201
7	6	1	1118425275
7	6	1	1118425907
7	6	1	1118426081
7	6	1	1118427513
7	6	1	1118443386
4	6	1	1118445919
7	6	1	1118446980
7	6	1	1118447143
7	6	1	1118447871
7	6	1	1118447913
7	6	1	1118448885
7	6	1	1118449382
7	6	1	1118449547
7	6	1	1118450141
7	6	1	1118450600
7	6	1	1118453810
7	6	1	1118454386
7	6	1	1118454620
7	6	1	1118455177
7	6	1	1118455544
7	6	1	1118455841
7	6	1	1118456152
7	6	1	1118456522
7	6	1	1118457157
7	6	1	1118457644
7	6	1	1118495348
7	6	1	1118495624
7	6	1	1118495724
7	6	1	1118496007
7	6	1	1118500084
4	6	1	1118506396
7	6	1	1118517709
7	6	1	1118520103
7	6	1	1118520400
7	6	1	1118520678
7	6	1	1118521168
7	6	1	1118525451
7	6	1	1118525800
7	6	1	1118525999
7	6	1	1118526649
7	6	1	1118528556
7	6	1	1118533908
7	6	1	1118534263
7	6	1	1118534668
7	6	1	1118534946
7	6	1	1118594851
7	6	1	1118618975
7	6	1	1118619176
7	6	1	1118619365
7	6	1	1118619601
7	6	1	1118619952
7	6	1	1118700762
4	6	1	1118704913
7	6	1	1118707037
5	6	1	1118742896
5	6	1	1118844730
5	6	1	1118844741
5	6	1	1118926540
5	6	1	1118926978
